item_id,name_exact,name_original,name_ru,description,category,category_label,source_file,title_id,description_id,has_icon_by_same_id,icon_path,icon_by_id_path,same_exact_name_count,attributes_json
179,"Aplica Sono e Tontura a todos os inimigos próximos por um curto período. Sono impede movimentos, ataques e habilidades até ser removido por dano, enquanto Tontura reduz a Precisão. Após a ativação, é possível usar Furtividade sem restrições por um curto período.","Aplica Sono e Tontura a todos os inimigos próximos por um curto período. Sono impede movimentos, ataques e habilidades até ser removido por dano, enquanto Tontura reduz a Precisão. Após a ativação, é possível usar Furtividade sem restrições por um curto período.","Накладывает отрицательный эффект ""Сон"" и ""Головокружение"" на всех противников в некотором радиусе вокруг персонажа. Эффект ""Сон"" не позволяет перемещаться, атаковать и использовать навыки. Любой урон по цели снимет эффект. Эффект ""Головокружение"" уменьшает параметр ""Точность"". В течение некоторое время после применения навыка персонаж может без ограничений использовать навык ""Незаметность"".",,generic,Outros Efeitos,item_sets.csd,179,0,False,,,1,{}
180,Esquiva,Esquiva,Увёртывание,,generic,Outros Efeitos,item_sets.csd,180,0,False,,,1,{}
181,"Aumenta a chance de Esquiva do personagem por um curto período. Ao usar com a invisibilidade de Furtividade, a duração do efeito aumenta.","Aumenta a chance de Esquiva do personagem por um curto período. Ao usar com a invisibilidade de Furtividade, a duração do efeito aumenta.","Увеличивает параметр ""Уклонение"" у персонажа на некоторое время. Увеличивает длительность эффекта при использовании во время действия навыка ""Незаметность"".",,generic,Outros Efeitos,item_sets.csd,181,0,False,,,1,{}
182,Cajados,Cajados,Посохи,,generic,Outros Efeitos,item_sets.csd,182,0,False,,,2,{}
183,Permite que o personagem equipe báculos mágicos.,Permite que o personagem equipe báculos mágicos.,Позволяет использовать магические посохи.,,generic,Outros Efeitos,item_sets.csd,183,0,False,,,1,{}
184,Armadura de Tecido,Armadura de Tecido,Тканевые доспехи,,generic,Outros Efeitos,item_sets.csd,184,0,False,,,1,{}
185,Permite que o personagem equipe armadura de tecido.,Permite que o personagem equipe armadura de tecido.,Позволяет носить тканевые доспехи.,,generic,Outros Efeitos,item_sets.csd,185,0,False,,,1,{}
186,Estrutura Corporal Normal,Estrutura Corporal Normal,Обычное телосложение,,potion,Poção/Elixir,consumables.csd,186,0,False,,,1,{}
187,Especifica a reserva de saúde de um personagem.,Especifica a reserva de saúde de um personagem.,Определяет запас здоровья персонажа.,,potion,Poção/Elixir,consumables.csd,187,0,False,,,3,{}
188,Terremoto,Terremoto,Землетрясение,,potion,Poção/Elixir,consumables.csd,188,0,False,,,1,{}
189,"Ataca todos os inimigos na área escolhida, causando dano mágico e aplicando Terremoto por um curto período, prendendo-os no lugar e reduzindo sua Velocidade de Ataque.","Ataca todos os inimigos na área escolhida, causando dano mágico e aplicando Terremoto por um curto período, prendendo-os no lugar e reduzindo sua Velocidade de Ataque.","Атака, наносящая магический урон в указанной области всем противникам и накладывающая на них отрицательный эффект ""Землетрясение"" на некоторое время. Эффект приковывает к месту и снижает параметр ""Скорость атаки"".",,potion,Poção/Elixir,consumables.csd,189,0,False,,,1,{}
190,Esfera Relampejante,Esfera Relampejante,Шаровая молния,,generic,Outros Efeitos,item_sets.csd,190,0,False,,,1,{}
191,"Ataca o inimigo, causando muito dano mágico.","Ataca o inimigo, causando muito dano mágico.","Атака, наносящая противнику повышенный магический урон.",,generic,Outros Efeitos,item_sets.csd,191,0,False,,,1,{}
192,Impacto Relampejante,Impacto Relampejante,Вспышка молнии,,generic,Outros Efeitos,item_sets.csd,192,0,False,,,1,{}
193,"Aplica Impacto Relampejante ao inimigo por um curto período. Enquanto está sob o efeito, o alvo anda dentro de uma área específica, incapaz de atacar ou usar habilidades.","Aplica Impacto Relampejante ao inimigo por um curto período. Enquanto está sob o efeito, o alvo anda dentro de uma área específica, incapaz de atacar ou usar habilidades.","Накладывает на противника отрицательный эффект ""Вспышка молнии"" на некоторое время. Эффект заставляет хаотично передвигаться по полю боя в определенной области, запрещает атаковать и применять навыки.",,generic,Outros Efeitos,item_sets.csd,193,0,False,,,1,{}
234,- Aumenta para 15 o limite de membros da guilda - Desbloqueia um canal de bate-papo privado para membros da guilda - Crie e personalize uma descrição da guilda visível para sua Aliança - Publique e atualize uma mensagem de novidades da guilda visível para todos os membros,- Aumenta para 15 o limite de membros da guilda - Desbloqueia um canal de bate-papo privado para membros da guilda - Crie e personalize uma descrição da guilda visível para sua Aliança - Publique e atualize uma mensagem de novidades da guilda visível para todos os membros,"- максимальное число участников в гильдии 15 - отдельный канал чата для общения участников гильдии - редактируемое описание гильдии, видимое для всех игроков альянса - редактируемое новостное сообщение, видимое для всех участников гильдии",,generic,Outros Efeitos,item_sets.csd,234,0,True,item_icons_named_png/00234_aumenta_para_15_o_limite_de_membros_da_guilda_-_desbloqueia_um_canal_de_bate-papo_privado_.png,item_icons_by_id_png/234.png,1,{}
235,- Aumenta para 20 o limite de membros da guilda - Desbloqueia o depósito da guilda,- Aumenta para 20 o limite de membros da guilda - Desbloqueia o depósito da guilda,- максимальное число участников в гильдии 20 - доступ к складу гильдии,,generic,Outros Efeitos,item_sets.csd,235,0,True,item_icons_named_png/00235_aumenta_para_20_o_limite_de_membros_da_guilda_-_desbloqueia_o_deposito_da_guilda.png,item_icons_by_id_png/235.png,1,{}
236,- Aumenta para 30 o limite de membros da guilda,- Aumenta para 30 o limite de membros da guilda,- максимальное число участников в гильдии 30,,generic,Outros Efeitos,item_sets.csd,236,0,True,item_icons_named_png/00236_aumenta_para_30_o_limite_de_membros_da_guilda.png,item_icons_by_id_png/236.png,1,{}
237,- Aumenta para 40 o limite de membros da guilda,- Aumenta para 40 o limite de membros da guilda,- максимальное число участников в гильдии 40,,generic,Outros Efeitos,item_sets.csd,237,0,True,item_icons_named_png/00237_aumenta_para_40_o_limite_de_membros_da_guilda.png,item_icons_by_id_png/237.png,1,{}
238,Veneno,Veneno,Яд,,generic,Outros Efeitos,guts_items.csd,2751,0,True,item_icons_named_png/00238_veneno.png,item_icons_by_id_png/238.png,1,{}
239,- Aumenta para 60 o limite de membros da guilda,- Aumenta para 60 o limite de membros da guilda,- максимальное число участников в гильдии 60,,generic,Outros Efeitos,item_sets.csd,239,0,True,item_icons_named_png/00239_aumenta_para_60_o_limite_de_membros_da_guilda.png,item_icons_by_id_png/239.png,1,{}
358,Colar de Tikko,Colar de Tikko,Ожерелье Тикко,,generic,Outros Efeitos,quest_items.csd,2965,0,False,,,2,{}
359,Cardos,Cardos,Цветы чертополоха,,generic,Outros Efeitos,quest_items.csd,2966,0,False,,,1,{}
360,Lista das Ordens,Lista das Ordens,Список заказов,,generic,Outros Efeitos,quest_items.csd,2967,0,False,,,1,{}
361,Água da Fonte,Água da Fonte,Родниковая вода,,generic,Outros Efeitos,quest_items.csd,2968,0,False,,,1,{}
362,Água Benta,Água Benta,Освященная вода,,generic,Outros Efeitos,quest_items.csd,2969,0,False,,,5,{}
363,Carta para Ayar,Carta para Ayar,Письмо Эйяру,,generic,Outros Efeitos,quest_items.csd,2970,0,False,,,1,{}
364,Pergaminho de Comandos,Pergaminho de Comandos,Свиток с приказами,,potion,Poção/Elixir,quest_items.csd,2971,0,False,,,1,{}
365,Relatórios do sentinela,Relatórios do sentinela,Донесения часового,,generic,Outros Efeitos,quest_items.csd,2972,0,False,,,1,{}
367,Carta de Yan-Viayn,Carta de Yan-Viayn,Письмо Ян-Виэйн,,generic,Outros Efeitos,quest_items.csd,2974,0,False,,,1,{}
368,Frutinhas de Folhaguda,Frutinhas de Folhaguda,Ягоды остролиста,,generic,Outros Efeitos,quest_items.csd,2975,0,False,,,1,{}
369,Poeira de Fada,Poeira de Fada,Пыльца фей,,generic,Outros Efeitos,quest_items.csd,2976,0,False,,,2,{}
370,Folhas de Samambaia de Fogo,Folhas de Samambaia de Fogo,Листья огненного папоротника,,generic,Outros Efeitos,quest_items.csd,2977,0,False,,,1,{}
372,Pó de Fogo,Pó de Fogo,Огненная пыль,- Aumenta para 15 o limite de membros da guilda - Desbloqueia um canal de bate-papo privado para membros da guilda - Crie e personalize uma descrição da guilda visível para sua Aliança - Publique e atualize uma mensagem de novidades da guilda visível para todos os membros,generic,Outros Efeitos,quest_items.csd,2979,234,False,,,1,{}
373,Coração de fogo-fátuo do pântano,Coração de fogo-fátuo do pântano,Сердце болотного огня,,generic,Outros Efeitos,quest_items.csd,2980,0,False,,,1,{}
374,Coração encantado de fogo-fátuo do pântano,Coração encantado de fogo-fátuo do pântano,Зачарованное сердце болотного огня,,generic,Outros Efeitos,quest_items.csd,2981,0,True,item_icons_named_png/00374_coracao_encantado_de_fogo-fatuo_do_pantano.png,item_icons_by_id_png/374.png,1,{}
375,Mensagem para Rey-Annun,Mensagem para Rey-Annun,Послание Рэй-Аннуну,,generic,Outros Efeitos,quest_items.csd,2982,0,True,item_icons_named_png/00375_mensagem_para_rey-annun.png,item_icons_by_id_png/375.png,1,{}
376,Cajado de Yan-Viayn,Cajado de Yan-Viayn,Посох Ян-Виэйна,,generic,Outros Efeitos,quest_items.csd,2983,0,False,,,1,{}
492,крафт 1,крафт 1,крафт 1,,generic,Outros Efeitos,guts_items.csd,3099,0,False,,,1,{}
493,крафт 2,крафт 2,крафт 2,,generic,Outros Efeitos,guts_items.csd,3100,0,False,,,1,{}
494,крафт 3,крафт 3,крафт 3,,generic,Outros Efeitos,guts_items.csd,3101,0,False,,,1,{}
495,крафт 4,крафт 4,крафт 4,,generic,Outros Efeitos,guts_items.csd,3102,0,False,,,1,{}
496,крафт 5,крафт 5,крафт 5,,generic,Outros Efeitos,guts_items.csd,3103,0,False,,,1,{}
497,крафт 6,крафт 6,крафт 6,,generic,Outros Efeitos,guts_items.csd,3104,0,False,,,1,{}
504,Elixir 1,Elixir 1,Эликсир 1,,potion,Poção/Elixir,consumables.csd,3111,0,False,,,1,{}
505,Elixir 2,Elixir 2,Эликсир 2,,potion,Poção/Elixir,consumables.csd,3112,0,False,,,1,{}
506,Elixir 3,Elixir 3,Эликсир 3,,potion,Poção/Elixir,consumables.csd,3113,0,False,,,1,{}
507,Elixir 4,Elixir 4,Эликсир 4,,potion,Poção/Elixir,consumables.csd,3114,0,False,,,1,{}
508,Elixir 5,Elixir 5,Эликсир 5,,potion,Poção/Elixir,consumables.csd,3115,0,False,,,1,{}
509,Elixir 6,Elixir 6,Эликсир 6,,potion,Poção/Elixir,consumables.csd,3116,0,False,,,1,{}
510,Food 1,Food 1,Еда 1,,potion,Poção/Elixir,consumables.csd,3117,0,False,,,1,{}
511,еда 2,еда 2,еда 2,,potion,Poção/Elixir,consumables.csd,3118,0,False,,,1,{}
512,еда 3,еда 3,еда 3,,potion,Poção/Elixir,consumables.csd,3119,0,False,,,1,{}
513,еда 4,еда 4,еда 4,,potion,Poção/Elixir,consumables.csd,3120,0,False,,,1,{}
514,еда 5,еда 5,еда 5,,potion,Poção/Elixir,consumables.csd,3121,0,False,,,1,{}
515,еда 6,еда 6,еда 6,,potion,Poção/Elixir,consumables.csd,3122,0,False,,,1,{}
516,шкура сердитой крысы,шкура сердитой крысы,шкура сердитой крысы,- Aumenta para 40 o limite de membros da guilda,generic,Outros Efeitos,quest_items.csd,3124,237,False,,,1,{}
517,шкура хилого волка,шкура хилого волка,шкура хилого волка,,generic,Outros Efeitos,quest_items.csd,3125,0,False,,,1,{}
522,свиток 1,свиток 1,свиток 1,,potion,Poção/Elixir,consumables.csd,3130,0,False,,,1,{}
523,свиток 2,свиток 2,свиток 2,,potion,Poção/Elixir,consumables.csd,3131,0,False,,,1,{}
524,свиток 3,свиток 3,свиток 3,,potion,Poção/Elixir,consumables.csd,3132,0,False,,,1,{}
525,свиток 4,свиток 4,свиток 4,,potion,Poção/Elixir,consumables.csd,3133,0,False,,,1,{}
526,свиток 5,свиток 5,свиток 5,,potion,Poção/Elixir,consumables.csd,3134,0,False,,,1,{}
527,свиток 6,свиток 6,свиток 6,,potion,Poção/Elixir,consumables.csd,3135,0,False,,,1,{}
528,Cauda de rato,Cauda de rato,Крысиный хвост,,generic,Outros Efeitos,guts_items.csd,3136,0,False,,,4,{}
529,Presas de lobo doentio,Presas de lobo doentio,Клык хилого волка,,generic,Outros Efeitos,guts_items.csd,3137,0,False,,,1,{}
530,Garras de lobo doentio,Garras de lobo doentio,Когти хилого волка,,generic,Outros Efeitos,guts_items.csd,3138,0,False,,,1,{}
531,Cauda de lobo doentio,Cauda de lobo doentio,Хвост хилого волка,,generic,Outros Efeitos,guts_items.csd,3139,0,False,,,1,{}
532,-,-,хлам 1,,generic,Outros Efeitos,guts_items.csd,3140,0,False,,,31,{}
538,-,-,хлам 2,,generic,Outros Efeitos,guts_items.csd,3146,0,False,,,31,{}
539,-,-,хлам 3,,generic,Outros Efeitos,guts_items.csd,3147,0,True,item_icons_named_png/00539_item_539.png,item_icons_by_id_png/539.png,31,{}
540,-,-,хлам 4,,generic,Outros Efeitos,guts_items.csd,3148,0,True,item_icons_named_png/00540_item_540.png,item_icons_by_id_png/540.png,31,{}
541,-,-,хлам 5,,generic,Outros Efeitos,guts_items.csd,3149,0,True,item_icons_named_png/00541_item_541.png,item_icons_by_id_png/541.png,31,{}
542,-,-,хлам 6,,generic,Outros Efeitos,guts_items.csd,3150,0,True,item_icons_named_png/00542_item_542.png,item_icons_by_id_png/542.png,31,{}
545,Cauda de gerbo,Cauda de gerbo,Хвост тушканчика,,generic,Outros Efeitos,guts_items.csd,3350,0,False,,,1,{}
546,Coração de pedra de rato dente-de-sabre,Coração de pedra de rato dente-de-sabre,Каменное сердце саблезубой крысы,,generic,Outros Efeitos,guts_items.csd,3354,0,False,,,1,{}
547,Gota de sangue venenoso de rato dente-de-sabre,Gota de sangue venenoso de rato dente-de-sabre,Капля ядовитой крови саблезубой крысы,,generic,Outros Efeitos,guts_items.csd,3355,0,False,,,1,{}
548,Палка,Палка,Палка,,generic,Outros Efeitos,quest_items.csd,3414,0,True,item_icons_named_png/00548_item_548.png,item_icons_by_id_png/548.png,1,{}
555,Broto de folha-de-prata,Broto de folha-de-prata,Стебель сребролиста,,generic,Outros Efeitos,quest_items.csd,3427,0,True,item_icons_named_png/00555_broto_de_folha-de-prata.png,item_icons_by_id_png/555.png,1,{}
575,Pele de Ovelha,Pele de Ovelha,Овечья шкура,,generic,Outros Efeitos,guts_items.csd,3461,0,True,item_icons_named_png/00575_pele_de_ovelha.png,item_icons_by_id_png/575.png,1,{}
587,Faca de Foros,Faca de Foros,Нож Фороса,,generic,Outros Efeitos,quest_items.csd,3477,0,True,item_icons_named_png/00587_faca_de_foros.png,item_icons_by_id_png/587.png,1,{}
614,Mel,Mel,Мед,,generic,Outros Efeitos,quest_items.csd,3521,0,True,item_icons_named_png/00614_mel.png,item_icons_by_id_png/614.png,5,{}
615,Ordens para sentinela do norte,Ordens para sentinela do norte,Приказы северному стражу,,generic,Outros Efeitos,quest_items.csd,3522,0,True,item_icons_named_png/00615_ordens_para_sentinela_do_norte.png,item_icons_by_id_png/615.png,1,{}
616,Saco com munição,Saco com munição,Сумка с амуницией,,generic,Outros Efeitos,quest_items.csd,3523,0,True,item_icons_named_png/00616_saco_com_municao.png,item_icons_by_id_png/616.png,1,{}
617,Folha de erva de cura,Folha de erva de cura,Лист целебной травы,,generic,Outros Efeitos,quest_items.csd,3524,0,True,item_icons_named_png/00617_folha_de_erva_de_cura.png,item_icons_by_id_png/617.png,1,{}
618,Cogumelo,Cogumelo,Гриб,,generic,Outros Efeitos,quest_items.csd,3525,0,True,item_icons_named_png/00618_cogumelo.png,item_icons_by_id_png/618.png,1,{}
619,Punhado de folhas de ervas de cura,Punhado de folhas de ervas de cura,Пучок целебных трав,,generic,Outros Efeitos,quest_items.csd,3526,0,False,,,1,{}
620,Garrafa de poção de cura,Garrafa de poção de cura,Бутыль с целебным зельем,,potion,Poção/Elixir,quest_items.csd,3527,0,True,item_icons_named_png/00620_garrafa_de_pocao_de_cura.png,item_icons_by_id_png/620.png,1,{}
626,Folha de Samambaia Amarela,Folha de Samambaia Amarela,Лист желтого подорожника,,generic,Outros Efeitos,quest_items.csd,3533,0,False,,,1,{}
634,Coração de fogo-fátuo defensor,Coração de fogo-fátuo defensor,Сердце огонька-защитника,,generic,Outros Efeitos,quest_items.csd,3543,0,True,item_icons_named_png/00634_coracao_de_fogo-fatuo_defensor.png,item_icons_by_id_png/634.png,1,{}
635,Orelha de goblin,Orelha de goblin,Ухо гоблина,,generic,Outros Efeitos,quest_items.csd,3544,0,True,item_icons_named_png/00635_orelha_de_goblin.png,item_icons_by_id_png/635.png,1,{}
636,Carta do Guarda,Carta do Guarda,Письмо стража,,generic,Outros Efeitos,quest_items.csd,3545,0,True,item_icons_named_png/00636_carta_do_guarda.png,item_icons_by_id_png/636.png,1,{}
